,2,3,4,5,6
0,10.480248209635416,2.304808349609375,1.1631116739908853,2.922518310546875,2.2057234700520834
1,3.9894645182291666,1.6262704467773437,0.5981877136230469,3.037896931966146,0.49229649861653646
2,2.1319047037760415,1.1823689778645834,0.40587257385253905,2.009795939127604,0.3993696594238281
3,4.476385091145834,0.8652680460611979,0.40036244710286456,0.6896346028645833,0.3934051259358724
4,5.933726399739584,0.6697445170084635,0.4045391337076823,0.4470542399088542,0.3967124938964844
5,4.86919677734375,0.5566474405924479,0.39367988586425784,0.40938008626302086,0.39263079325358075
6,3.094241943359375,0.48969884236653644,0.4014154052734375,0.410974375406901,0.3964638519287109
7,1.8441436767578125,0.4314051818847656,0.40088127136230467,0.40051747639973956,0.39566429138183595
8,1.0848646036783853,0.4325563557942708,0.39775039672851564,0.39790354410807294,0.4026862080891927
9,0.7147493998209635,0.4721497090657552,0.4029551951090495,0.39865626017252603,0.3923138682047526
10,0.4686284383138021,0.4205963134765625,0.3966158803304036,0.3954729715983073,0.40000284830729166
11,0.43587855021158856,0.46773529052734375,0.39831143697102867,0.4027740732828776,0.39583816528320315
12,0.42103970845540367,0.43801737467447915,0.3918446095784505,0.397650883992513,0.3979051462809245
13,0.3882547760009766,0.4448293050130208,0.39856040954589844,0.3980198669433594,0.4040443166097005
14,0.40018463134765625,0.43882120768229166,0.39826993306477865,0.4027583312988281,0.3967763519287109
15,0.40519195556640625,0.40968854268391924,0.40126973470052085,0.39636260986328126,0.3955445607503255
16,0.3880588531494141,0.45399220784505206,0.3929808298746745,0.39946985880533853,0.3946166229248047
17,0.4018010457356771,0.44046290079752604,0.4003878021240234,0.399478276570638,0.39898282368977867
18,0.3923846435546875,0.40870073954264324,0.3974558766682943,0.40518524169921877,0.3949755605061849
19,0.3974224344889323,0.42806859334309894,0.40280804951985677,0.39514673868815103,0.396510009765625
20,0.395924555460612,0.3994163513183594,0.39291770935058595,0.40075881958007814,0.39975563049316404
21,0.3934727986653646,0.42936472574869794,0.3947843933105469,0.399277089436849,0.3950311279296875
22,0.3975457509358724,0.43138814290364585,0.40634124755859374,0.39409525553385416,0.39796913146972657
23,0.4004002888997396,0.4084751892089844,0.3978124745686849,0.39971532185872394,0.4073882548014323
24,0.39665852864583334,0.3932039388020833,0.40529073079427086,0.3992130279541016,0.3944222005208333
25,0.39601295471191406,0.3960887654622396,0.3952254231770833,0.3976954905192057,0.3976779429117839
26,0.39823623657226564,0.3927702840169271,0.39936024983723956,0.39828648885091145,0.3975116729736328
27,0.38928927103678385,0.39315333048502604,0.3956786092122396,0.3989446512858073,0.4023399353027344
28,0.4159625498453776,0.40492167154947917,0.4083082326253255,0.39612841288248696,0.39471412658691407
29,0.4000818634033203,0.3927589162190755,0.39704846700032553,0.4001214090983073,0.3988882954915365
30,0.40271718343098956,0.3963983154296875,0.3991083780924479,0.4034361775716146,0.40193771362304687
31,0.3978446706136068,0.3947443135579427,0.4096847279866536,0.4023474375406901,0.40357439676920576
32,0.398298085530599,0.39798789978027344,0.39954182942708333,0.40383163452148435,0.39738616943359373
33,0.40379191080729165,0.3974177805582682,0.39822530110677085,0.40070945739746094,0.3964463551839193
34,0.40120735168457033,0.3945440928141276,0.3974317932128906,0.40080853780110676,0.39741750081380206
35,0.4035309346516927,0.39732388814290365,0.4012362670898437,0.4000828552246094,0.41585779825846353
36,0.3890453592936198,0.39944691975911456,0.3981466420491536,0.39754051208496094,0.40106923421223956
37,0.40466105143229164,0.39416023254394533,0.3960803731282552,0.4027569325764974,0.40540878295898436
38,0.3931660715738932,0.4035783386230469,0.4026740010579427,0.39915812174479165,0.3948783874511719
39,0.3964623006184896,0.393716303507487,0.4020855204264323,0.3956554921468099,0.4002532958984375
40,0.39677322387695313,0.3991478983561198,0.40803329467773436,0.4032786814371745,0.39544270833333334
41,0.41701690673828123,0.3972637430826823,0.39652758280436196,0.3962615966796875,0.41500373840332033
42,0.4085249328613281,0.3995263671875,0.3980288950602214,0.3977012888590495,0.406208750406901
43,0.3982391103108724,0.395943603515625,0.4040144856770833,0.39939832051595053,0.3930304718017578
44,0.3973362731933594,0.39393102010091147,0.39642962137858073,0.4022594706217448,0.402573979695638
45,0.40242273966471354,0.3968473815917969,0.40626551310221354,0.394600575764974,0.40389572143554686
46,0.3992789713541667,0.39992632548014323,0.415919189453125,0.40106211344401044,0.404246571858724
47,0.3915411631266276,0.39721878051757814,0.39670318603515625,0.3979346466064453,0.4119803110758464
48,0.3963627115885417,0.39851038614908857,0.3990850067138672,0.3939180501302083,0.40895772298177085
49,0.3976092274983724,0.3991364542643229,0.4070776112874349,0.4006520843505859,0.40040390014648436
50,0.42905431111653647,0.39423520406087237,0.39999682108561196,0.3984022776285807,0.39783838907877606
51,0.4042863464355469,0.4039871724446615,0.39928230285644534,0.39617876688639325,0.403187510172526
52,0.3944226837158203,0.3986027018229167,0.4099286905924479,0.3996387736002604,0.40701004028320314
53,0.40853973388671877,0.3951862080891927,0.3930002848307292,0.3994873046875,0.3961773935953776
54,0.40738960266113283,0.40104891459147135,0.41516512552897133,0.399089101155599,0.41220662434895833
55,0.40706881205240886,0.3960914103190104,0.40868606567382815,0.3984668223063151,0.414808832804362
56,0.40300694783528646,0.4001308186848958,0.3970385233561198,0.39925511678059894,0.4030098470052083
57,0.40651893615722656,0.397748057047526,0.4008648173014323,0.40113136291503904,0.42879679361979167
58,0.39226771036783853,0.3966465504964193,0.40492340087890627,0.3978649648030599,0.3975168609619141
59,0.4160126749674479,0.3967795817057292,0.42028368631998697,0.3996109263102214,0.4089488983154297
60,0.40380116780598957,0.39516428629557293,0.4198101298014323,0.3997351328531901,0.3937073008219401
61,0.40936589558919273,0.40019503275553386,0.40165130615234373,0.40345609029134116,0.41262613932291664
62,0.39925066630045575,0.39554313659667967,0.39999961853027344,0.4012607574462891,0.40631543477376303
63,0.40786130269368487,0.3971827443440755,0.4097425587972005,0.39904680887858074,0.4111974334716797
64,0.402672856648763,0.39788297017415364,0.4090899403889974,0.39617777506510415,0.40764320373535157
65,0.4154748026529948,0.398968022664388,0.39959704081217445,0.397031987508138,0.40759056091308593
66,0.3991485595703125,0.39720845540364585,0.41257367451985677,0.4021746063232422,0.4025221506754557
67,0.4118701426188151,0.3975640360514323,0.3939037831624349,0.3989523315429688,0.4247473907470703
68,0.40654225667317706,0.394143549601237,0.4137914021809896,0.3985711161295573,0.39439966837565105
69,0.4439998372395833,0.39577784220377604,0.41004056294759117,0.39889678955078123,0.4125901285807292
70,0.41824971516927084,0.3996881357828776,0.40003074645996095,0.401976801554362,0.4100273640950521
71,0.39898844401041667,0.39911376953125,0.41208330790201825,0.3975889841715495,0.4308100891113281
72,0.4079533131917318,0.3938252258300781,0.4055322519938151,0.3957453409830729,0.3988187917073568
73,0.41767402648925783,0.40052729288736977,0.4117974599202474,0.40585039774576825,0.41539970397949216
